"title" "link" "director" "star" "quote"
"109" "勇敢的心" "https://movie.douban.com/subject/1294639/" "
                            导演: Roger Allers / 罗伯·明可夫 Rob Minkoff<U+00A0><U+00A0><U+00A0>主演: 乔纳森·泰勒·托马...
                            1994<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 动画 冒险 歌舞 家庭
                        " "8.8" "史诗大片的典范。"
"110" "控方证人" "https://movie.douban.com/subject/1296141/" "
                                动物版《哈姆雷特》。
                            " "9.6" "比利·怀德满分作品。"
"111" "剪刀手爱德华" "https://movie.douban.com/subject/1292370/" "
                            导演: 中岛哲也 Tetsuya Nakashima<U+00A0><U+00A0><U+00A0>主演: 中谷美纪 Miki Nakatani / 瑛太 E...
                            2006<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情 歌舞
                        " "8.7" "浪漫忧郁的成人童话。"
"112" "小鞋子" "https://movie.douban.com/subject/1303021/" "
                                以戏谑来戏谑戏谑。
                            " "9.2" "奔跑的孩子是天使。"
"113" "饮食男女" "https://movie.douban.com/subject/1291818/" "
                            导演: 克里斯托弗·诺兰 Christopher Nolan<U+00A0><U+00A0><U+00A0>主演: 克里斯蒂安·贝尔 Christ...
                            2006<U+00A0>/<U+00A0>美国 英国<U+00A0>/<U+00A0>剧情 悬疑 惊悚
                        " "9.0" "人生不能像做菜，把所有的料都准备好了才下锅。"
"114" "音乐之声" "https://movie.douban.com/subject/1294408/" "
                                孪生蝙蝠侠大战克隆金刚狼。
                            " "8.9" "用音乐化解仇恨，让歌声串起美好。"
"115" "低俗小说" "https://movie.douban.com/subject/1291832/" "
                            导演: 杨宇硕 Woo-seok Yang<U+00A0><U+00A0><U+00A0>主演: 宋康昊 Kang-ho Song / 吴达洙 Dal-su O...
                            2013<U+00A0>/<U+00A0>韩国<U+00A0>/<U+00A0>剧情
                        " "8.7" "故事的高级讲法。"
"116" "入殓师" "https://movie.douban.com/subject/2149806/" "
                                电影的现实意义大过电影本身。
                            " "8.8" "死可能是一道门，逝去并不是终结，而是超越，走向下一程。"
"117" "本杰明·巴顿奇事" "https://movie.douban.com/subject/1485260/" "
                            导演: 梅尔·吉布森 Mel Gibson<U+00A0><U+00A0><U+00A0>主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...
                            1995<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>动作 传记 剧情 历史 战争
                        " "8.7" "在时间之河里感受溺水之苦。"
"118" "沉默的羔羊" "https://movie.douban.com/subject/1293544/" "
                                史诗大片的典范。
                            " "8.7" "安东尼·霍普金斯的顶级表演。"
"119" "蝴蝶效应" "https://movie.douban.com/subject/1292343/" "
                            导演: 比利·怀尔德 Billy Wilder<U+00A0><U+00A0><U+00A0>主演: 查尔斯·劳顿 Charles Laughton / ...
                            1957<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 犯罪 悬疑
                        " "8.7" "人的命运被自己瞬间的抉择改变。"
"120" "黑客帝国" "https://movie.douban.com/subject/1291843/" "
                                比利·怀德满分作品。
                            " "8.8" "视觉革命。"
"121" "拯救大兵瑞恩" "https://movie.douban.com/subject/1292849/" "
                            导演: Tim Burton<U+00A0><U+00A0><U+00A0>主演: 约翰尼·德普 Johnny Depp / 薇诺娜·瑞德 Winona ...
                            1990<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 奇幻 爱情
                        " "8.8" "美利坚精神输出大片No1."
"122" "玛丽和马克思" "https://movie.douban.com/subject/3072124/" "
                                浪漫忧郁的成人童话。
                            " "8.9" "你是我最好的朋友，你是我唯一的朋友 。"
"123" "西西里的美丽传说" "https://movie.douban.com/subject/1292402/" "
                            导演: 马基德·马基迪 Majid Majidi<U+00A0><U+00A0><U+00A0>主演: Amir Farrokh Hashemian / 默罕...
                            1999<U+00A0>/<U+00A0>伊朗<U+00A0>/<U+00A0>剧情 家庭 儿童
                        " "8.7" "美丽无罪。"
"124" "素媛" "https://movie.douban.com/subject/21937452/" "
                                奔跑的孩子是天使。
                            " "9.1" "受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。"
"125" "心灵捕手" "https://movie.douban.com/subject/1292656/" "
                            导演: 李安 Ang Lee<U+00A0><U+00A0><U+00A0>主演: 吴倩莲 Chien-lien Wu / 杨贵媚 Kuei-Mei Yang /...
                            1994<U+00A0>/<U+00A0>台湾 美国<U+00A0>/<U+00A0>剧情 家庭
                        " "8.7" "人生中应该拥有这样的一段豁然开朗。"
"126" "死亡诗社" "https://movie.douban.com/subject/1291548/" "
                                人生不能像做菜，把所有的料都准备好了才下锅。
                            " "8.9" "当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。"
"127" "美国往事" "https://movie.douban.com/subject/1292262/" "
                            导演: Robert Wise<U+00A0><U+00A0><U+00A0>主演: 朱丽·安德鲁斯 Julie Andrews / 克里斯托弗·普...
                            1965<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 爱情 歌舞 家庭 传记
                        " "9.1" "往事如烟，无处祭奠。"
"128" "七宗罪" "https://movie.douban.com/subject/1292223/" "
                                用音乐化解仇恨，让歌声串起美好。
                            " "8.7" "警察抓小偷，老鼠玩死猫。"
"129" "钢琴家" "https://movie.douban.com/subject/1296736/" "
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino<U+00A0><U+00A0><U+00A0>主演: 约翰·特拉沃尔塔 John Tra...
                            1994<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 喜剧 犯罪
                        " "9.0" "音乐能化解仇恨。"
"130" "狮子王" "https://movie.douban.com/subject/1301753/" "
                                故事的高级讲法。
                            " "8.9" "动物版《哈姆雷特》。"
"131" "被嫌弃的松子的一生" "https://movie.douban.com/subject/1787291/" "
                            导演: 泷田洋二郎 Y<U+00F4>jir<U+00F4> Takita<U+00A0><U+00A0><U+00A0>主演: 本木雅弘 Masahiro Motoki / ...
                            2008<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情
                        " "8.9" "以戏谑来戏谑戏谑。"
"132" "致命魔术" "https://movie.douban.com/subject/1780330/" "
                                死可能是一道门，逝去并不是终结，而是超越，走向下一程。
                            " "8.8" "孪生蝙蝠侠大战克隆金刚狼。"
"133" "辩护人" "https://movie.douban.com/subject/21937445/" "
                            导演: 大卫·芬奇 David Fincher<U+00A0><U+00A0><U+00A0>主演: 凯特·布兰切特 Cate Blanchett / ...
                            2008<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 爱情 奇幻
                        " "9.1" "电影的现实意义大过电影本身。"
"134" "勇敢的心" "https://movie.douban.com/subject/1294639/" "
                                在时间之河里感受溺水之苦。
                            " "8.8" "史诗大片的典范。"
"135" "控方证人" "https://movie.douban.com/subject/1296141/" "
                            导演: 乔纳森·戴米 Jonathan Demme<U+00A0><U+00A0><U+00A0>主演: 朱迪·福斯特 Jodie Foster / 安...
                            1991<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 犯罪 惊悚
                        " "9.6" "比利·怀德满分作品。"
"136" "剪刀手爱德华" "https://movie.douban.com/subject/1292370/" "
                                安东尼·霍普金斯的顶级表演。
                            " "8.7" "浪漫忧郁的成人童话。"
"137" "小鞋子" "https://movie.douban.com/subject/1303021/" "
                            导演: 埃里克·布雷斯 Eric Bress / J·麦基·格鲁伯 J. Mackye Gruber<U+00A0><U+00A0><U+00A0>主...
                            2004<U+00A0>/<U+00A0>美国 加拿大<U+00A0>/<U+00A0>剧情 悬疑 科幻 惊悚
                        " "9.2" "奔跑的孩子是天使。"
"138" "饮食男女" "https://movie.douban.com/subject/1291818/" "
                                人的命运被自己瞬间的抉择改变。
                            " "9.0" "人生不能像做菜，把所有的料都准备好了才下锅。"
"139" "音乐之声" "https://movie.douban.com/subject/1294408/" "
                            导演: 安迪·沃卓斯基 Andy Wachowski / 拉娜·沃卓斯基 Lana Wachowski<U+00A0><U+00A0><U+00A0>主...
                            1999<U+00A0>/<U+00A0>美国 澳大利亚<U+00A0>/<U+00A0>动作 科幻
                        " "8.9" "用音乐化解仇恨，让歌声串起美好。"
"140" "低俗小说" "https://movie.douban.com/subject/1291832/" "
                                视觉革命。
                            " "8.7" "故事的高级讲法。"
"141" "入殓师" "https://movie.douban.com/subject/2149806/" "
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg<U+00A0><U+00A0><U+00A0>主演: 汤姆·汉克斯 Tom Hanks...
                            1998<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 历史 战争
                        " "8.8" "死可能是一道门，逝去并不是终结，而是超越，走向下一程。"
"142" "本杰明·巴顿奇事" "https://movie.douban.com/subject/1485260/" "
                                美利坚精神输出大片No1.
                            " "8.7" "在时间之河里感受溺水之苦。"
"143" "沉默的羔羊" "https://movie.douban.com/subject/1293544/" "
                            导演: Adam Elliot<U+00A0><U+00A0><U+00A0>主演: 托妮·科莱特 Toni Collette / 菲利普·塞默·霍...
                            2009<U+00A0>/<U+00A0>澳大利亚<U+00A0>/<U+00A0>剧情 爱情 动画
                        " "8.7" "安东尼·霍普金斯的顶级表演。"
"144" "蝴蝶效应" "https://movie.douban.com/subject/1292343/" "
                                你是我最好的朋友，你是我唯一的朋友 。
                            " "8.7" "人的命运被自己瞬间的抉择改变。"
"145" "黑客帝国" "https://movie.douban.com/subject/1291843/" "
                            导演: 朱塞佩·托纳多雷 Giuseppe Tornatore<U+00A0><U+00A0><U+00A0>主演: 莫妮卡·贝鲁奇 Monica ...
                            2000<U+00A0>/<U+00A0>意大利 美国<U+00A0>/<U+00A0>剧情 战争 情色
                        " "8.8" "视觉革命。"
"146" "拯救大兵瑞恩" "https://movie.douban.com/subject/1292849/" "
                                美丽无罪。
                            " "8.8" "美利坚精神输出大片No1."
"147" "玛丽和马克思" "https://movie.douban.com/subject/3072124/" "
                            导演: 李濬益 Jun-ik Lee<U+00A0><U+00A0><U+00A0>主演: 薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...
                            2013<U+00A0>/<U+00A0>韩国<U+00A0>/<U+00A0>剧情 家庭
                        " "8.9" "你是我最好的朋友，你是我唯一的朋友 。"
"148" "西西里的美丽传说" "https://movie.douban.com/subject/1292402/" "
                                受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。
                            " "8.7" "美丽无罪。"
"149" "素媛" "https://movie.douban.com/subject/21937452/" "
                            导演: 格斯·范·桑特 Gus Van Sant<U+00A0><U+00A0><U+00A0>主演: 马特·达蒙 Matt Damon / 罗宾·...
                            1997<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情
                        " "9.1" "受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。"
"150" "心灵捕手" "https://movie.douban.com/subject/1292656/" "
                                人生中应该拥有这样的一段豁然开朗。
                            " "8.7" "人生中应该拥有这样的一段豁然开朗。"
"151" "幽灵公主" "https://movie.douban.com/subject/1297359/" "
                            导演: 宫崎骏<U+00A0><U+00A0><U+00A0>主演: 松田洋治 / 石田百合子 / 田中裕子
                            1997<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>动画 冒险 奇幻
                        " "8.8" "人与自然的战争史诗。"
"152" "第六感" "https://movie.douban.com/subject/1297630/" "
                                人与自然的战争史诗。
                            " "8.8" "深入内心的恐怖，出人意料的结局。"
"153" "阳光灿烂的日子" "https://movie.douban.com/subject/1291875/" "
                            导演: M·奈特·沙马兰 M. Night Shyamalan<U+00A0><U+00A0><U+00A0>主演: 布鲁斯·威利斯 Bruce Wi...
                            1999<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 悬疑 恐怖
                        " "8.7" "一场华丽的意淫。"
"154" "让子弹飞" "https://movie.douban.com/subject/3742360/" "
                                深入内心的恐怖，出人意料的结局。
                            " "8.7" "你给我翻译翻译，神马叫做TMD的惊喜。"
"155" "春光乍泄" "https://movie.douban.com/subject/1292679/" "
                            导演: 姜文 Wen Jiang<U+00A0><U+00A0><U+00A0>主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao
                            1994<U+00A0>/<U+00A0>中国大陆 香港<U+00A0>/<U+00A0>剧情
                        " "8.8" "爱情纠缠，男女一致。"
"156" "大鱼" "https://movie.douban.com/subject/1291545/" "
                                一场华丽的意淫。
                            " "8.7" "抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。"
"157" "大闹天宫" "https://movie.douban.com/subject/1418019/" "
                            导演: 姜文 Wen Jiang<U+00A0><U+00A0><U+00A0>主演: 姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...
                            2010<U+00A0>/<U+00A0>中国大陆 香港<U+00A0>/<U+00A0>剧情 喜剧 动作 西部
                        " "9.2" "经典之作，历久弥新。"
"158" "射雕英雄传之东成西就" "https://movie.douban.com/subject/1316510/" "
                                你给我翻译翻译，神马叫做TMD的惊喜。
                            " "8.7" "百看不厌。 "
"159" "重庆森林" "https://movie.douban.com/subject/1291999/" "
                            导演: 王家卫<U+00A0><U+00A0><U+00A0>主演: 张国荣 / 梁朝伟 / 张震
                            1997<U+00A0>/<U+00A0>香港 日本 韩国<U+00A0>/<U+00A0>剧情 爱情 同性
                        " "8.6" "寂寞没有期限。"
"160" "阳光姐妹淘" "https://movie.douban.com/subject/4917726/" "
                                爱情纠缠，男女一致。
                            " "8.8" "再多各自牛逼的时光，也比不上一起傻逼的岁月。 "
"161" "上帝之城" "https://movie.douban.com/subject/1292208/" "
                            导演: 蒂姆·波顿 Tim Burton<U+00A0><U+00A0><U+00A0>主演: 伊万·麦克格雷格 Ewan McGregor / 阿...
                            2003<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 家庭 奇幻 冒险
                        " "8.9" "被上帝抛弃了的上帝之城。"
"162" "甜蜜蜜" "https://movie.douban.com/subject/1305164/" "
                                抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
                            " "8.7" "相逢只要一瞬间，等待却像是一辈子。"
"163" "禁闭岛" "https://movie.douban.com/subject/2334904/" "
                            导演: 万籁鸣 Laiming Wan / 唐澄 Cheng  Tang<U+00A0><U+00A0><U+00A0>主演: 邱岳峰 Yuefeng Qiu /...
                            1961(上集) / 1964(下集) / 1978(全本) / 2004(纪念版)<U+00A0>/<U+00A0>中国大陆<U+00A0>/<U+00A0>动画 奇幻
                        " "8.6" "昔日翩翩少年，今日大腹便便。"
"164" "致命ID" "https://movie.douban.com/subject/1297192/" "
                                经典之作，历久弥新。
                            " "8.6" "最不可能的那个人永远是最可能的。"
"165" "告白" "https://movie.douban.com/subject/4268598/" "
                            导演: 刘镇伟 Jeffrey Lau<U+00A0><U+00A0><U+00A0>主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
                            1993<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>喜剧 古装
                        " "8.6" "没有一人完全善，也没有一人完全恶。"
"166" "一一" "https://movie.douban.com/subject/1292434/" "
                                百看不厌。 
                            " "8.9" "我们都曾经是一一。"
"167" "加勒比海盗" "https://movie.douban.com/subject/1298070/" "
                            导演: 王家卫 Kar Wai Wong<U+00A0><U+00A0><U+00A0>主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
                            1994<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>剧情 爱情
                        " "8.6" "约翰尼·德普的独角戏。"
"168" "爱在黎明破晓前" "https://movie.douban.com/subject/1296339/" "
                                寂寞没有期限。
                            " "8.7" "缘分是个连绵词，最美不过一瞬。"
"169" "狩猎" "https://movie.douban.com/subject/6985810/" "
                            导演: 姜炯哲 Hyeong-Cheol Kang<U+00A0><U+00A0><U+00A0>主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
                            2011<U+00A0>/<U+00A0>韩国<U+00A0>/<U+00A0>剧情 喜剧
                        " "9.0" "人言可畏。"
"170" "布达佩斯大饭店" "https://movie.douban.com/subject/11525673/" "
                                再多各自牛逼的时光，也比不上一起傻逼的岁月。 
                            " "8.7" "小清新的故事里注入了大历史的情怀。"
"171" "阿凡达" "https://movie.douban.com/subject/1652587/" "
                            导演: Kátia Lund / Fernando Meirelles<U+00A0><U+00A0><U+00A0>主演: Alexandre Rodrigues / Lea...
                            2002<U+00A0>/<U+00A0>巴西 法国<U+00A0>/<U+00A0>犯罪 剧情
                        " "8.6" "绝对意义上的美轮美奂。"
"172" "断背山" "https://movie.douban.com/subject/1418834/" "
                                被上帝抛弃了的上帝之城。
                            " "8.6" "每个人心中都有一座断背山。"
"173" "风之谷" "https://movie.douban.com/subject/1291585/" "
                            导演: 陈可辛 Peter Chan<U+00A0><U+00A0><U+00A0>主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
                            1996<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>剧情 爱情
                        " "8.8" "动画片的圣经。"
"174" "萤火虫之墓" "https://movie.douban.com/subject/1293318/" "
                                相逢只要一瞬间，等待却像是一辈子。
                            " "8.7" "幸福是生生不息，却难以触及的远。 "
"175" "摩登时代" "https://movie.douban.com/subject/1294371/" "
                            导演: Martin Scorsese<U+00A0><U+00A0><U+00A0>主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...
                            2010<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 悬疑 惊悚
                        " "9.2" "大时代中的人生，小人物的悲喜。"
"176" "幽灵公主" "https://movie.douban.com/subject/1297359/" "
                                昔日翩翩少年，今日大腹便便。
                            " "8.8" "人与自然的战争史诗。"
"177" "第六感" "https://movie.douban.com/subject/1297630/" "
                            导演: James Mangold<U+00A0><U+00A0><U+00A0>主演: John Cusack / Ray Liotta / Amanda Peet
                            2003<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 悬疑 惊悚
                        " "8.8" "深入内心的恐怖，出人意料的结局。"
"178" "阳光灿烂的日子" "https://movie.douban.com/subject/1291875/" "
                                最不可能的那个人永远是最可能的。
                            " "8.7" "一场华丽的意淫。"
"179" "让子弹飞" "https://movie.douban.com/subject/3742360/" "
                            导演: 中岛哲也 Tetsuya Nakashima<U+00A0><U+00A0><U+00A0>主演: 松隆子 Takako Matsu / 冈田将生 ...
                            2010<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情 惊悚
                        " "8.7" "你给我翻译翻译，神马叫做TMD的惊喜。"
"180" "春光乍泄" "https://movie.douban.com/subject/1292679/" "
                                没有一人完全善，也没有一人完全恶。
                            " "8.8" "爱情纠缠，男女一致。"
"181" "大鱼" "https://movie.douban.com/subject/1291545/" "
                            导演: 杨德昌<U+00A0><U+00A0><U+00A0>主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elaine Jin
                            2000<U+00A0>/<U+00A0>台湾 日本<U+00A0>/<U+00A0>剧情 爱情 家庭
                        " "8.7" "抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。"
"182" "大闹天宫" "https://movie.douban.com/subject/1418019/" "
                                我们都曾经是一一。
                            " "9.2" "经典之作，历久弥新。"
"183" "射雕英雄传之东成西就" "https://movie.douban.com/subject/1316510/" "
                            导演: 戈尔·维宾斯基 Gore Verbinski<U+00A0><U+00A0><U+00A0>主演: 约翰尼·德普 Johnny Depp / ...
                            2003<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>动作 冒险 奇幻
                        " "8.7" "百看不厌。 "
"184" "重庆森林" "https://movie.douban.com/subject/1291999/" "
                                约翰尼·德普的独角戏。
                            " "8.6" "寂寞没有期限。"
"185" "阳光姐妹淘" "https://movie.douban.com/subject/4917726/" "
                            导演: 理查德·林克莱特 Richard Linklater<U+00A0><U+00A0><U+00A0>主演: 伊桑·霍克 Ethan Hawke ...
                            1995<U+00A0>/<U+00A0>美国 奥地利 瑞士<U+00A0>/<U+00A0>剧情 爱情
                        " "8.8" "再多各自牛逼的时光，也比不上一起傻逼的岁月。 "
"186" "上帝之城" "https://movie.douban.com/subject/1292208/" "
                                缘分是个连绵词，最美不过一瞬。
                            " "8.9" "被上帝抛弃了的上帝之城。"
"187" "甜蜜蜜" "https://movie.douban.com/subject/1305164/" "
                            导演: 托马斯·温特伯格 Thomas Vinterberg<U+00A0><U+00A0><U+00A0>主演: 麦斯·米科尔森 Mads Mik...
                            2012<U+00A0>/<U+00A0>丹麦 瑞典<U+00A0>/<U+00A0>剧情
                        " "8.7" "相逢只要一瞬间，等待却像是一辈子。"
"188" "禁闭岛" "https://movie.douban.com/subject/2334904/" "
                                人言可畏。
                            " "8.6" "昔日翩翩少年，今日大腹便便。"
"189" "致命ID" "https://movie.douban.com/subject/1297192/" "
                            导演: 韦斯·安德森 Wes Anderson<U+00A0><U+00A0><U+00A0>主演: 拉尔夫·费因斯 Ralph Fiennes / ...
                            2014<U+00A0>/<U+00A0>美国 德国 英国<U+00A0>/<U+00A0>剧情 喜剧
                        " "8.6" "最不可能的那个人永远是最可能的。"
"190" "告白" "https://movie.douban.com/subject/4268598/" "
                                小清新的故事里注入了大历史的情怀。
                            " "8.6" "没有一人完全善，也没有一人完全恶。"
"191" "一一" "https://movie.douban.com/subject/1292434/" "
                            导演: 詹姆斯·卡梅隆 James Cameron<U+00A0><U+00A0><U+00A0>主演: 萨姆·沃辛顿 Sam Worthington ...
                            2009<U+00A0>/<U+00A0>美国 英国<U+00A0>/<U+00A0>动作 冒险 奇幻 科幻
                        " "8.9" "我们都曾经是一一。"
"192" "加勒比海盗" "https://movie.douban.com/subject/1298070/" "
                                绝对意义上的美轮美奂。
                            " "8.6" "约翰尼·德普的独角戏。"
"193" "爱在黎明破晓前" "https://movie.douban.com/subject/1296339/" "
                            导演: 李安 Ang Lee<U+00A0><U+00A0><U+00A0>主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
                            2005<U+00A0>/<U+00A0>美国 加拿大<U+00A0>/<U+00A0>剧情 爱情 同性 家庭
                        " "8.7" "缘分是个连绵词，最美不过一瞬。"
"194" "狩猎" "https://movie.douban.com/subject/6985810/" "
                                每个人心中都有一座断背山。
                            " "9.0" "人言可畏。"
"195" "布达佩斯大饭店" "https://movie.douban.com/subject/11525673/" "
                            导演: 宫崎骏 Hayao Miyazaki<U+00A0><U+00A0><U+00A0>主演: 岛本须美 Sumi Shimamoto / 京田尚子 H...
                            1984<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>科幻 动画 奇幻 冒险
                        " "8.7" "小清新的故事里注入了大历史的情怀。"
"196" "阿凡达" "https://movie.douban.com/subject/1652587/" "
                                动画片的圣经。
                            " "8.6" "绝对意义上的美轮美奂。"
"197" "断背山" "https://movie.douban.com/subject/1418834/" "
                            导演: 高畑勋 Isao Takahata<U+00A0><U+00A0><U+00A0>主演: 辰己努 / 白石绫乃 / 志乃原良子
                            1988<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>动画 剧情 战争
                        " "8.6" "每个人心中都有一座断背山。"
"198" "风之谷" "https://movie.douban.com/subject/1291585/" "
                                幸福是生生不息，却难以触及的远。 
                            " "8.8" "动画片的圣经。"
"199" "萤火虫之墓" "https://movie.douban.com/subject/1293318/" "
                            导演: 查理·卓别林 Charles Chaplin<U+00A0><U+00A0><U+00A0>主演: 查理·卓别林 Charles Chaplin ...
                            1936<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 剧情 爱情
                        " "8.7" "幸福是生生不息，却难以触及的远。 "
"200" "摩登时代" "https://movie.douban.com/subject/1294371/" "
                                大时代中的人生，小人物的悲喜。
                            " "9.2" "大时代中的人生，小人物的悲喜。"
