"movie_title" "movie_detail" "movie_num" "movie_evaluate" "link"
                            2004 / 美国 / 喜剧 剧情 爱情
                        " "8.6" "212943人评价" "https://movie.douban.com/subject/1292274/"
"111" "穿条纹睡衣的男孩" "
                            导演: 马克·赫门 Mark Herman   主演: 阿沙·巴特菲尔德 Asa Butterfield / ...
                            2008 / 英国 美国 / 剧情 战争
                        " "8.8" "126585人评价" "https://movie.douban.com/subject/3008247/"
"112" "燃情岁月" "
                            导演: 爱德华·兹威克 Edward Zwick   主演: 安东尼·霍普金斯 Anthony Hopki...
                            1994 / 美国 / 剧情 爱情 西部 家庭
                        " "8.8" "141947人评价" "https://movie.douban.com/subject/1295865/"
"113" "菊次郎的夏天" "
                            导演: 北野武 Takeshi Kitano   主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
                            1999 / 日本 / 剧情 喜剧
                        " "8.7" "164687人评价" "https://movie.douban.com/subject/1293359/"
"114" "倩女幽魂" "
                            导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
                            1987 / 香港 / 剧情 爱情 武侠 古装
                        " "8.6" "227646人评价" "https://movie.douban.com/subject/1297447/"
"115" "消失的爱人" "
                            导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
                            2014 / 美国 / 剧情 犯罪 悬疑 惊悚
                        " "8.7" "321761人评价" "https://movie.douban.com/subject/21318488/"
"116" "神偷奶爸" "
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...
                            2010 / 美国 / 儿童 喜剧 动画
                        " "8.5" "344046人评价" "https://movie.douban.com/subject/3287562/"
"117" "电锯惊魂" "
                            导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
                            2004 / 美国 澳大利亚 / 犯罪 悬疑 惊悚
                        " "8.6" "185398人评价" "https://movie.douban.com/subject/1417598/"
"118" "谍影重重3" "
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2007 / 美国 德国 / 动作 悬疑 冒险
                        " "8.7" "168756人评价" "https://movie.douban.com/subject/1578507/"
"119" "真爱至上" "
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 柯林...
                            2003 / 英国 美国 法国 / 喜剧 剧情 爱情
                        " "8.5" "291518人评价" "https://movie.douban.com/subject/1292401/"
"120" "岁月神偷" "
                            导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
                            2010 / 香港 中国大陆 / 剧情 家庭
                        " "8.6" "288402人评价" "https://movie.douban.com/subject/3792799/"
"121" "借东西的小人阿莉埃蒂" "
                            导演: 米林宏昌 Hiromasa Yonebayashi   主演: 志田未来 Mirai Shida / 神木...
                            2010 / 日本 / 动画 奇幻 冒险
                        " "8.7" "201045人评价" "https://movie.douban.com/subject/4202302/"
"122" "雨人" "
                            导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...
                            1988 / 美国 / 剧情
                        " "8.6" "197592人评价" "https://movie.douban.com/subject/1291870/"
"123" "虎口脱险" "
                            导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...
                            1966 / 法国 英国 / 喜剧 战争
                        " "8.9" "100713人评价" "https://movie.douban.com/subject/1296909/"
"124" "七武士" "
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...
                            1954 / 日本 / 动作 冒险 剧情
                        " "9.1" "69745人评价" "https://movie.douban.com/subject/1295399/"
"125" "恐怖直播" "
                            导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
                            2013 / 韩国 / 剧情 犯罪 悬疑
                        " "8.7" "193709人评价" "https://movie.douban.com/subject/21360417/"
"126" "贫民窟的百万富翁" "
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...
                            2008 / 英国 美国 / 剧情 爱情
                        " "8.5" "375336人评价" "https://movie.douban.com/subject/2209573/"
"127" "东邪西毒" "
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
                            1994 / 香港 台湾 / 剧情 动作 爱情 武侠 古装
                        " "8.6" "233079人评价" "https://movie.douban.com/subject/1292328/"
"128" "记忆碎片" "
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...
                            2000 / 美国 / 犯罪 剧情 悬疑 惊悚
                        " "8.5" "257753人评价" "https://movie.douban.com/subject/1304447/"
"129" "疯狂原始人" "
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...
                            2013 / 美国 / 喜剧 动画 冒险
                        " "8.7" "347983人评价" "https://movie.douban.com/subject/1907966/"
"130" "杀人回忆" "
                            导演: 奉俊昊 Joon-ho Bong   主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...
                            2003 / 韩国 / 犯罪 剧情 悬疑 惊悚
                        " "8.6" "189918人评价" "https://movie.douban.com/subject/1300299/"
"131" "怪兽电力公司" "
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...
                            2001 / 美国 / 喜剧 动画 儿童 奇幻
                        " "8.6" "220155人评价" "https://movie.douban.com/subject/1291579/"
"132" "红辣椒" "
                            导演: 今敏 Satoshi Kon   主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...
                            2006 / 日本 / 动画 悬疑 科幻 惊悚
                        " "8.8" "114953人评价" "https://movie.douban.com/subject/1865703/"
"133" "卢旺达饭店" "
                            导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
                            2004 / 英国 南非 意大利 美国 / 剧情 历史 战争
                        " "8.8" "109198人评价" "https://movie.douban.com/subject/1291822/"
"134" "穿越时空的少女" "
                            导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...
                            2006 / 日本 / 剧情 爱情 科幻 动画
                        " "8.6" "172639人评价" "https://movie.douban.com/subject/1937946/"
"135" "黑天鹅" "
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔丽·波曼 Natalie P...
                            2010 / 美国 / 剧情 惊悚
                        " "8.5" "389499人评价" "https://movie.douban.com/subject/1978709/"
"136" "魂断蓝桥" "
                            导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson
                            1940 / 美国 / 剧情 战争 爱情
                        " "8.8" "121851人评价" "https://movie.douban.com/subject/1293964/"
"137" "恋恋笔记本" "
                            导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004 / 美国 / 剧情 爱情
                        " "8.5" "258653人评价" "https://movie.douban.com/subject/1309163/"
"138" "猜火车" "
                            导演: 丹尼·鲍尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / 艾...
                            1996 / 英国 / 犯罪 剧情
                        " "8.5" "228558人评价" "https://movie.douban.com/subject/1292528/"
"139" "喜宴" "
                            导演: 李安   主演: 赵文瑄 / 归亚蕾 / 金素梅
                            1993 / 台湾 美国 / 剧情 喜剧 爱情 同性 家庭
                        " "8.8" "124402人评价" "https://movie.douban.com/subject/1303037/"
"140" "英雄本色" "
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
                            1986 / 香港 / 动作 犯罪
                        " "8.7" "135682人评价" "https://movie.douban.com/subject/1297574/"
"141" "傲慢与偏见" "
                            导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...
                            2005 / 法国 英国 美国 / 剧情 爱情
                        " "8.4" "277453人评价" "https://movie.douban.com/subject/1418200/"
"142" "雨中曲" "
                            导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...
                            1952 / 美国 / 喜剧 歌舞 爱情
                        " "8.9" "86661人评价" "https://movie.douban.com/subject/1293460/"
"143" "教父3" "
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
                            1990 / 美国 / 剧情 犯罪
                        " "8.7" "119138人评价" "https://movie.douban.com/subject/1294240/"
"144" "小森林 夏秋篇" "
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2014 / 日本 / 剧情
                        " "8.9" "110071人评价" "https://movie.douban.com/subject/25814705/"
"145" "完美的世界" "
                            导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...
                            1993 / 美国 / 剧情 犯罪
                        " "9.0" "72337人评价" "https://movie.douban.com/subject/1300992/"
"146" "喜剧之王" "
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Ch...
                            1999 / 香港 / 喜剧 剧情 爱情
                        " "8.4" "278508人评价" "https://movie.douban.com/subject/1302425/"
"147" "纵横四海" "
                            导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
                            1991 / 香港 / 剧情 喜剧 动作 犯罪
                        " "8.7" "129979人评价" "https://movie.douban.com/subject/1295409/"
"148" "玩具总动员3" "
                            导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
                            2010 / 美国 / 喜剧 动画 奇幻 冒险
                        " "8.7" "181128人评价" "https://movie.douban.com/subject/1858711/"
"149" "萤火之森" "
                            导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
                            2011 / 日本 / 剧情 爱情 动画 奇幻
                        " "8.7" "140607人评价" "https://movie.douban.com/subject/5989818/"
"150" "人工智能" "
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...
                            2001 / 美国 / 冒险 剧情 科幻
                        " "8.6" "176727人评价" "https://movie.douban.com/subject/1302827/"
"151" "我是山姆" "
                            导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...
                            2001 / 美国 / 剧情 家庭
                        " "8.8" "93023人评价" "https://movie.douban.com/subject/1306861/"
"152" "香水" "
                            导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...
                            2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻
                        " "8.4" "255684人评价" "https://movie.douban.com/subject/1760622/"
"153" "浪潮" "
                            导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...
                            2008 / 德国 / 剧情 惊悚
                        " "8.7" "119510人评价" "https://movie.douban.com/subject/2297265/"
"154" "冰川时代" "
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...
                            2002 / 美国 / 喜剧 动画 冒险
                        " "8.4" "251165人评价" "https://movie.douban.com/subject/1291578/"
"155" "7号房的礼物" "
                            导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
                            2013 / 韩国 / 剧情 喜剧 家庭
                        " "8.7" "154421人评价" "https://movie.douban.com/subject/10777687/"
"156" "撞车" "
                            导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...
                            2004 / 美国 德国 / 犯罪 剧情
                        " "8.6" "163104人评价" "https://movie.douban.com/subject/1388216/"
"157" "哈利·波特与死亡圣器(下)" "
                            导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险
                        " "8.6" "252377人评价" "https://movie.douban.com/subject/3011235/"
"158" "花样年华" "
                            导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
                            2000 / 香港 法国 / 剧情 爱情
                        " "8.4" "223431人评价" "https://movie.douban.com/subject/1291557/"
"159" "朗读者" "
                            导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...
                            2008 / 美国 德国 / 剧情 爱情
                        " "8.5" "262130人评价" "https://movie.douban.com/subject/2213597/"
"160" "追随" "
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...
                            1998 / 英国 / 犯罪 悬疑 惊悚
                        " "9.0" "72399人评价" "https://movie.douban.com/subject/1397546/"
"161" "一次别离" "
                            导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...
                            2011 / 伊朗 法国 / 剧情 家庭
                        " "8.7" "121720人评价" "https://movie.douban.com/subject/5964718/"
"162" "碧海蓝天" "
                            导演: Luc Besson   主演: Jean-Marc Barr / Jean Reno / Rosanna Arquette
                            1988 / 法国 美国 意大利 / 剧情 爱情
                        " "8.7" "102933人评价" "https://movie.douban.com/subject/1300960/"
"163" "秒速5厘米" "
                            导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...
                            2007 / 日本 / 动画 剧情 爱情
                        " "8.4" "268409人评价" "https://movie.douban.com/subject/2043546/"
"164" "罗生门" "
                            导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...
                            1950 / 日本 / 犯罪 剧情 悬疑
                        " "8.7" "111834人评价" "https://movie.douban.com/subject/1291879/"
"165" "梦之安魂曲" "
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...
                            2000 / 美国 / 剧情
                        " "8.7" "102024人评价" "https://movie.douban.com/subject/1292270/"
"166" "战争之王" "
                            导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...
                            2005 / 美国 法国 / 剧情 犯罪
                        " "8.5" "161881人评价" "https://movie.douban.com/subject/1419936/"
"167" "可可西里" "
                            导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
                            2004 / 中国大陆 香港 / 剧情 犯罪
                        " "8.6" "118923人评价" "https://movie.douban.com/subject/1308857/"
"168" "心迷宫" "
                            导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
                            2014 / 中国大陆 / 剧情 犯罪 悬疑
                        " "8.6" "137508人评价" "https://movie.douban.com/subject/25917973/"
"169" "唐伯虎点秋香" "
                            导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
                            1993 / 香港 / 喜剧 爱情 古装
                        " "8.3" "287547人评价" "https://movie.douban.com/subject/1306249/"
"170" "超能陆战队" "
                            导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险
                        " "8.6" "334645人评价" "https://movie.douban.com/subject/11026735/"
"171" "时空恋旅人" "
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...
                            2013 / 英国 / 剧情 爱情 奇幻
                        " "8.6" "174979人评价" "https://movie.douban.com/subject/10577869/"
"172" "海盗电台" "
                            导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...
                            2009 / 英国 德国 法国 / 剧情 喜剧 音乐
                        " "8.6" "157097人评价" "https://movie.douban.com/subject/3007773/"
"173" "谍影重重2" "
                            导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2004 / 美国 德国 / 动作 悬疑 冒险
                        " "8.5" "146636人评价" "https://movie.douban.com/subject/1308767/"
"174" "谍影重重" "
                            导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...
                            2002 / 美国 德国 捷克 / 动作 悬疑 冒险
                        " "8.5" "177196人评价" "https://movie.douban.com/subject/1304102/"
"175" "蝙蝠侠：黑暗骑士崛起" "
                            导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚
                        " "8.5" "270740人评价" "https://movie.douban.com/subject/3395373/"
"176" "阿飞正传" "
                            导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
                            1990 / 香港 / 犯罪 剧情 爱情
                        " "8.5" "162330人评价" "https://movie.douban.com/subject/1305690/"
"177" "荒蛮故事" "
                            导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪
                        " "8.7" "113041人评价" "https://movie.douban.com/subject/24750126/"
"178" "地球上的星星" "
                            导演: 阿米尔·汗 Aamir Khan / 阿莫尔·古普特 Amole Gupte   主演: 达席尔...
                            2007 / 印度 / 剧情 儿童 家庭
                        " "8.8" "72774人评价" "https://movie.douban.com/subject/2363506/"
"179" "小森林 冬春篇" "
                            导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2015 / 日本 / 剧情
                        " "8.9" "95029人评价" "https://movie.douban.com/subject/25814707/"
"180" "迁徙的鸟" "
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...
                            2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片
                        " "9.1" "49108人评价" "https://movie.douban.com/subject/1292281/"
"181" "荒野生存" "
                            导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...
                            2007 / 美国 / 冒险 传记 剧情
                        " "8.6" "118039人评价" "https://movie.douban.com/subject/1905462/"
"182" "恐怖游轮" "
                            导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚
                        " "8.3" "283677人评价" "https://movie.douban.com/subject/3011051/"
"183" "绿里奇迹" "
                            导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑
                        " "8.7" "97519人评价" "https://movie.douban.com/subject/1300374/"
"184" "勇闯夺命岛" "
                            导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...
                            1996 / 美国 / 动作 冒险
                        " "8.5" "131622人评价" "https://movie.douban.com/subject/1292728/"
"185" "惊魂记" "
                            导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles
                            1960 / 美国 / 悬疑 恐怖
                        " "8.8" "74028人评价" "https://movie.douban.com/subject/1293181/"
"186" "达拉斯买家俱乐部" "
                            导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
                            2013 / 美国 / 剧情 传记 同性
                        " "8.6" "152252人评价" "https://movie.douban.com/subject/1793929/"
"187" "魔女宅急便" "
                            导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 / 佐久间玲 / 山口胜平
                            1989 / 日本 / 动画 奇幻 冒险
                        " "8.4" "175698人评价" "https://movie.douban.com/subject/1307811/"
"188" "再次出发之纽约遇见你" "
                            导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...
                            2013 / 美国 / 喜剧 爱情 音乐
                        " "8.5" "148204人评价" "https://movie.douban.com/subject/6874403/"
"189" "卡萨布兰卡" "
                            导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...
                            1942 / 美国 / 剧情 爱情 战争
                        " "8.6" "114749人评价" "https://movie.douban.com/subject/1296753/"
"190" "爆裂鼓手" "
                            导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
                            2014 / 美国 / 剧情 音乐
                        " "8.6" "211234人评价" "https://movie.douban.com/subject/25773932/"
"191" "燕尾蝶" "
                            导演: 岩井俊二 Shunji Iwai   主演: 三上博史 / 恰拉 / 伊藤步
                            1996 / 日本 / 犯罪 剧情
                        " "8.6" "102096人评价" "https://movie.douban.com/subject/1307793/"
"192" "未麻的部屋" "
                            导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
                            1997 / 日本 / 动画 奇幻 惊悚
                        " "8.8" "80867人评价" "https://movie.douban.com/subject/1395091/"
"193" "东京物语" "
                            导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...
                            1953 / 日本 / 剧情 家庭
                        " "9.2" "45098人评价" "https://movie.douban.com/subject/1291568/"
"194" "牯岭街少年杀人事件" "
                            导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...
                            1991 / 台湾 / 剧情 犯罪
                        " "8.7" "93531人评价" "https://movie.douban.com/subject/1292329/"
"195" "这个男人来自地球" "
                            导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...
                            2007 / 美国 / 剧情 科幻
                        " "8.5" "160167人评价" "https://movie.douban.com/subject/2300586/"
"196" "英国病人" "
                            导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...
                            1996 / 美国 英国 / 爱情 剧情 战争
                        " "8.4" "163691人评价" "https://movie.douban.com/subject/1291853/"
"197" "变脸" "
                            导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...
                            1997 / 美国 / 动作 科幻 犯罪
                        " "8.4" "198472人评价" "https://movie.douban.com/subject/1292659/"
"198" "被解救的姜戈" "
                            导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...
                            2012 / 美国 / 剧情 动作 西部 冒险
                        " "8.5" "239669人评价" "https://movie.douban.com/subject/6307447/"
"199" "终结者2：审判日" "
                            导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...
                            1991 / 美国 法国 / 动作 科幻
                        " "8.5" "129552人评价" "https://movie.douban.com/subject/1291844/"
"200" "末路狂花" "
                            导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...
                            1991 / 美国 法国 / 犯罪 剧情 惊悚
                        " "8.7" "94159人评价" "https://movie.douban.com/subject/1291992/"
"201" "E.T. 外星人" "
                            导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...
                            1982 / 美国 / 剧情 科幻 奇幻 冒险
                        " "8.5" "140090人评价" "https://movie.douban.com/subject/1294638/"
"202" "叫我第一名" "
                            导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·...
                            2008 / 美国 / 剧情 传记
                        " "8.6" "100358人评价" "https://movie.douban.com/subject/4798888/"
"203" "忠犬八公物语" "
                            导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
                            1987 / 日本 / 剧情
                        " "9.0" "49494人评价" "https://movie.douban.com/subject/1959195/"
"204" "哪吒闹海" "
                            导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 / 邱岳峰 ...
                            1979 / 中国大陆 / 冒险 动画 奇幻
                        " "8.8" "71604人评价" "https://movie.douban.com/subject/1307315/"
"205" "发条橙" "
                            导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...
                            1971 / 英国 美国 / 犯罪 剧情 科幻
                        " "8.4" "171697人评价" "https://movie.douban.com/subject/1292233/"
"206" "青蛇" "
                            导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
                            1993 / 香港 / 剧情 奇幻 古装
                        " "8.4" "198214人评价" "https://movie.douban.com/subject/1303394/"
"207" "穆赫兰道" "
                            导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...
                            2001 / 法国 美国 / 剧情 悬疑 惊悚
                        " "8.3" "214156人评价" "https://movie.douban.com/subject/1292217/"
"208" "源代码" "
                            导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
                            2011 / 美国 加拿大 / 剧情 动作 科幻 犯罪 惊悚
                        " "8.3" "377464人评价" "https://movie.douban.com/subject/3075287/"
"209" "新龙门客栈" "
                            导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
                            1992 / 香港 中国大陆 / 剧情 动作 武侠 古装
                        " "8.4" "166428人评价" "https://movie.douban.com/subject/1292287/"
"210" "黑客帝国3：矩阵革命" "
                            导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...
                            2003 / 美国 澳大利亚 / 动作 科幻
                        " "8.5" "140536人评价" "https://movie.douban.com/subject/1302467/"
"211" "黄金三镖客" "
                            导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef
                            1966 / 意大利 西班牙 西德 / 冒险 西部
                        " "9.1" "45960人评价" "https://movie.douban.com/subject/1401118/"
"212" "非常嫌疑犯" "
                            导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...
                            1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚
                        " "8.6" "105665人评价" "https://movie.douban.com/subject/1292214/"
"213" "美国丽人" "
                            导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史佩西 Kevin Spacey / 安妮特...
                            1999 / 美国 / 剧情 家庭
                        " "8.4" "169571人评价" "https://movie.douban.com/subject/1292062/"
"214" "上帝也疯狂" "
                            导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau
                            1980 / 博茨瓦纳 南非 / 喜剧
                        " "8.6" "88618人评价" "https://movie.douban.com/subject/1297478/"
"215" "城市之光" "
                            导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...
                            1931 / 美国 / 喜剧 剧情 爱情
                        " "9.2" "38138人评价" "https://movie.douban.com/subject/1293908/"
"216" "无耻混蛋" "
                            导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...
                            2009 / 美国 德国 / 剧情 犯罪
                        " "8.4" "205250人评价" "https://movie.douban.com/subject/1438652/"
"217" "初恋这件小事" "
                            导演: Puttipong Promsaka Na Sakolnakorn / Wasin pokpong   主演: 马里奥·...
                            2010 / 泰国 / 喜剧 爱情
                        " "8.2" "419974人评价" "https://movie.douban.com/subject/4739952/"
"218" "勇士" "
                            导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...
                            2011 / 美国 / 剧情 运动 家庭
                        " "8.9" "80299人评价" "https://movie.douban.com/subject/3217169/"
"219" "爱·回家" "
                            导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...
                            2002 / 韩国 / 剧情 儿童 家庭
                        " "9.0" "43476人评价" "https://movie.douban.com/subject/1299361/"
"220" "蓝色大门" "
                            导演: 易智言 Chih-yen Yee   主演: 桂纶镁 Lunmei Kwai / 陈柏霖 Bo-lin Che...
                            2002 / 台湾 法国 / 剧情 爱情 同性
                        " "8.2" "255774人评价" "https://movie.douban.com/subject/1308575/"
"221" "曾经" "
                            导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔...
