"link","movie_title","kind","review_score","review_num"
"https://movie.douban.com/subject/1299361/","爱·回家","剧情 儿童 家庭","9.0","43419"
"https://movie.douban.com/subject/1308575/","蓝色大门","剧情 爱情 同性","8.2","255376"
"https://movie.douban.com/subject/2053515/","曾经","剧情 音乐 爱情","8.3","190077"
"https://movie.douban.com/subject/6534248/","无敌破坏王","喜剧 动画 冒险","8.6","170465"
"https://movie.douban.com/subject/1302476/","麦兜故事","剧情 喜剧 动画","8.5","118070"
"https://movie.douban.com/subject/1308777/","暖暖内含光","剧情 爱情 奇幻","8.4","133018"
"https://movie.douban.com/subject/1292056/","蝴蝶","剧情 儿童 喜剧","8.6","89915"
"https://movie.douban.com/subject/1305725/","大卫·戈尔的一生","剧情 犯罪 悬疑","8.7","78047"
"https://movie.douban.com/subject/1293764/","与狼共舞","冒险 剧情 西部","8.9","52438"
"https://movie.douban.com/subject/4023638/","国王的演讲","剧情 传记 历史","8.3","310540"
"https://movie.douban.com/subject/1428175/","血钻","剧情 惊悚 冒险","8.5","116604"
"https://movie.douban.com/subject/1867345/","遗愿清单","冒险 喜剧 剧情","8.5","113448"
"https://movie.douban.com/subject/10463953/","模仿游戏","剧情 传记 战争 同性","8.5","227230"
"https://movie.douban.com/subject/3157605/","巴黎淘气帮","儿童 喜剧 家庭","8.6","98414"
"https://movie.douban.com/subject/1301171/","偷拐抢骗","喜剧 犯罪","8.5","106589"
"https://movie.douban.com/subject/1298653/","荒岛余生","冒险 剧情","8.4","120019"
"https://movie.douban.com/subject/1299327/","夜访吸血鬼","剧情 奇幻 惊悚","8.3","183233"
"https://movie.douban.com/subject/1862151/","疯狂的石头","喜剧 犯罪","8.2","279462"
"https://movie.douban.com/subject/2365260/","爱在暹罗","剧情 爱情 同性 家庭","8.3","207355"
"https://movie.douban.com/subject/1292218/","中央车站","剧情","8.7","71402"
"https://movie.douban.com/subject/1300117/","千钧一发","剧情 科幻","8.7","74002"
"https://movie.douban.com/subject/1300741/","枪火","剧情 动作 犯罪","8.6","87965"
"https://movie.douban.com/subject/3073124/","月球","剧情 科幻 悬疑","8.5","129695"
"https://movie.douban.com/subject/10808442/","爱在午夜降临前","剧情 爱情","8.7","101924"
"https://movie.douban.com/subject/1308817/","两小无猜","喜剧 剧情 爱情","8.1","299241"
"https://movie.douban.com/subject/6146955/","寿司之神","纪录片","8.8","73536"
"https://movie.douban.com/subject/5908478/","我爱你","剧情 爱情","9.0","49401"
"https://movie.douban.com/subject/1309027/","罪恶之城","动作 犯罪 惊悚","8.4","131088"
"https://movie.douban.com/subject/1293929/","廊桥遗梦","剧情 爱情","8.5","88811"
"https://movie.douban.com/subject/1304073/","假如爱有天意","剧情 爱情","8.2","212700"
"https://movie.douban.com/subject/1291824/","黑鹰坠落","动作 历史 战争","8.5","99135"
"https://movie.douban.com/subject/1293530/","角斗士","剧情 动作 历史 冒险","8.4","119492"
