title	score	score_num	pic	link
绿里奇迹	8.7	97385人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p767586451.jpg	https://movie.douban.com/subject/1300374/
勇闯夺命岛	8.5	131525人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p636048104.jpg	https://movie.douban.com/subject/1292728/
惊魂记	8.8	73912人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1021883305.jpg	https://movie.douban.com/subject/1293181/
达拉斯买家俱乐部	8.6	152085人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2166160837.jpg	https://movie.douban.com/subject/1793929/
魔女宅急便	8.4	175523人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p456676352.jpg	https://movie.douban.com/subject/1307811/
再次出发之纽约遇见你	8.5	148028人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2250287733.jpg	https://movie.douban.com/subject/6874403/
卡萨布兰卡	8.6	114624人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1244791866.jpg	https://movie.douban.com/subject/1296753/
爆裂鼓手	8.6	210916人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2220776342.jpg	https://movie.douban.com/subject/25773932/
燕尾蝶	8.6	102035人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p532195562.jpg	https://movie.douban.com/subject/1307793/
未麻的部屋	8.8	80684人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1351050722.jpg	https://movie.douban.com/subject/1395091/
东京物语	9.2	45021人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910832390.jpg	https://movie.douban.com/subject/1291568/
牯岭街少年杀人事件	8.7	93379人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p848381236.jpg	https://movie.douban.com/subject/1292329/
这个男人来自地球	8.5	159953人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p513303986.jpg	https://movie.douban.com/subject/2300586/
英国病人	8.4	163592人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2408623752.jpg	https://movie.douban.com/subject/1291853/
变脸	8.4	198332人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173855883.jpg	https://movie.douban.com/subject/1292659/
被解救的姜戈	8.5	239477人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1959232369.jpg	https://movie.douban.com/subject/6307447/
终结者2：审判日	8.5	129431人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910909085.jpg	https://movie.douban.com/subject/1291844/
末路狂花	8.7	94031人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p794583044.jpg	https://movie.douban.com/subject/1291992/
E.T. 外星人	8.5	139902人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p984732992.jpg	https://movie.douban.com/subject/1294638/
叫我第一名	8.6	100247人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p496133870.jpg	https://movie.douban.com/subject/4798888/
忠犬八公物语	9.0	49370人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2297934945.jpg	https://movie.douban.com/subject/1959195/
哪吒闹海	8.8	71515人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2163636038.jpg	https://movie.douban.com/subject/1307315/
发条橙	8.4	171549人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p529908155.jpg	https://movie.douban.com/subject/1292233/
青蛇	8.4	197968人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p584021784.jpg	https://movie.douban.com/subject/1303394/
穆赫兰道	8.3	213935人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p792248233.jpg	https://movie.douban.com/subject/1292217/
源代码	8.3	377183人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p988260245.jpg	https://movie.douban.com/subject/3075287/
新龙门客栈	8.4	166216人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1421018669.jpg	https://movie.douban.com/subject/1292287/
黑客帝国3：矩阵革命	8.5	140373人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p443461818.jpg	https://movie.douban.com/subject/1302467/
黄金三镖客	9.1	45893人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2101693489.jpg	https://movie.douban.com/subject/1401118/
非常嫌疑犯	8.6	105548人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p470383576.jpg	https://movie.douban.com/subject/1292214/
美国丽人	8.4	169446人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p571671715.jpg	https://movie.douban.com/subject/1292062/
上帝也疯狂	8.6	88513人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2173719647.jpg	https://movie.douban.com/subject/1297478/
城市之光	9.2	38073人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2099815842.jpg	https://movie.douban.com/subject/1293908/
无耻混蛋	8.4	205067人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p770734475.jpg	https://movie.douban.com/subject/1438652/
初恋这件小事	8.2	419590人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1505312273.jpg	https://movie.douban.com/subject/4739952/
勇士	8.9	80219人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1145536386.jpg	https://movie.douban.com/subject/3217169/
爱·回家	9.0	43437人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2107418134.jpg	https://movie.douban.com/subject/1299361/
蓝色大门	8.2	255519人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p584822570.jpg	https://movie.douban.com/subject/1308575/
曾经	8.3	190150人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2173720203.jpg	https://movie.douban.com/subject/2053515/
无敌破坏王	8.6	170555人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1735642656.jpg	https://movie.douban.com/subject/6534248/
麦兜故事	8.5	118126人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p804938713.jpg	https://movie.douban.com/subject/1302476/
暖暖内含光	8.4	133107人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p479565065.jpg	https://movie.douban.com/subject/1308777/
蝴蝶	8.6	89942人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1451436171.jpg	https://movie.douban.com/subject/1292056/
大卫·戈尔的一生	8.7	78151人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2186861098.jpg	https://movie.douban.com/subject/1305725/
与狼共舞	8.9	52468人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p499158228.jpg	https://movie.douban.com/subject/1293764/
血钻	8.5	116671人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p554741987.jpg	https://movie.douban.com/subject/1428175/
模仿游戏	8.5	227390人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2255040492.jpg	https://movie.douban.com/subject/10463953/
国王的演讲	8.3	310664人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p768879237.jpg	https://movie.douban.com/subject/4023638/
遗愿清单	8.5	113517人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p708613284.jpg	https://movie.douban.com/subject/1867345/
巴黎淘气帮	8.6	98448人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p465446537.jpg	https://movie.douban.com/subject/3157605/
偷拐抢骗	8.5	106651人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p616753227.jpg	https://movie.douban.com/subject/1301171/
荒岛余生	8.4	120096人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1341248319.jpg	https://movie.douban.com/subject/1298653/
夜访吸血鬼	8.3	183308人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1353910572.jpg	https://movie.douban.com/subject/1299327/
疯狂的石头	8.2	279673人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p712241453.jpg	https://movie.douban.com/subject/1862151/
枪火	8.6	88047人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1538646661.jpg	https://movie.douban.com/subject/1300741/
千钧一发	8.7	74072人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2195672555.jpg	https://movie.douban.com/subject/1300117/
中央车站	8.7	71424人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2239441575.jpg	https://movie.douban.com/subject/1292218/
爱在暹罗	8.3	207434人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1024585648.jpg	https://movie.douban.com/subject/2365260/
爱在午夜降临前	8.7	102020人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p2001069785.jpg	https://movie.douban.com/subject/10808442/
月球	8.5	129783人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p449399746.jpg	https://movie.douban.com/subject/3073124/
寿司之神	8.8	73610人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1528763106.jpg	https://movie.douban.com/subject/6146955/
我爱你	9.0	49437人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p1075591188.jpg	https://movie.douban.com/subject/5908478/
两小无猜	8.1	299389人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p455472580.jpg	https://movie.douban.com/subject/1308817/
罪恶之城	8.4	131147人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2173716829.jpg	https://movie.douban.com/subject/1309027/
廊桥遗梦	8.5	88874人评价	https://img1.doubanio.com/view/movie_poster_cover/ipst/public/p2190558219.jpg	https://movie.douban.com/subject/1293929/
假如爱有天意	8.2	212861人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p479746811.jpg	https://movie.douban.com/subject/1304073/
黑鹰坠落	8.5	99215人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1910900710.jpg	https://movie.douban.com/subject/1291824/
角斗士	8.4	119562人评价	https://img3.doubanio.com/view/movie_poster_cover/ipst/public/p1601948450.jpg	https://movie.douban.com/subject/1293530/
